"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"gfkk","bfkk","ffkj","fcjk","dckk","igkj","cgkj","efkj","ffkk","gfkj","ickk","eckk",NA,NA,NA
"gfkk","cfkj","bekk","ffkj","gckk","ickk","cckk","hckj","eckk",NA,NA,NA,NA,NA,NA
"gfkk","fdkk","gejk","efkk","igkk","egkj","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gekk","fekj","dekk","fekk","iekk","ifkk","hfjk","ickk","eckj","fckk","hckk","eckk",NA,NA
"gfkk","gdkk","hfkk","cgkk","ggjk","hckk","eckj","eckk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dgjk","igkk","gfjk","ffkk","jckk","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","efkj","fckk","dckj","igkk","dfkk","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gfkj","gfjk","dgjk","egkk","ifkj","hckk","eckk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hekk","fekk","gckk","fckk","ggkj","cckk","eckk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfkj","dfkk","ifkk","hdkk","igkj","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","hekk","dfkk","cckk","hcjk","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgkj","dckk","cckk","ggkj","hfkk","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","igjk","hfkk","cckk","ickk","ccjk","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dekk","ffkk","dfkk","hgkk","gekk","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgjk","fekk","hekk","igkk","dcjk","ifkk","fgjk","cckk","eckk",NA,NA,NA,NA,NA
"gfkk","dgkj","gfjk","cfkk","hfkj","gckk","eckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ffjk","igkk","dfkj","dfkk","ffkk","hckk","eckk",NA,NA,NA,NA,NA,NA,NA
"gfkk","ifjk","efkk","ifkk","ggkk","hckk","ccjk","eckk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hejk","dfkk","gfjk","fckk","gckk","ickj","eckk",NA,NA,NA,NA,NA,NA,NA
"gfkk","iekk","gdkk","hekk","egkk","dfkk","dfkj","cckk","icjk","eckk",NA,NA,NA,NA,NA
"gfkk","cejk","ffkk","fgjk","cckk","hckj","ecjk","gcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfjk","dfkk","ffjk","gckk","hckj","eckk","fckj","gcjk",NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","fcjk","eckk","dfkk","ffkk","gckj","gcjk",NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","ffkk","gckk","hcjk","ecjk","cckj","gcjk",NA,NA,NA,NA,NA,NA
"gfkk","cgkk","gfjk","dfkj","ifkk","hfjk","ickk","eckj","gcjk",NA,NA,NA,NA,NA,NA
"gfkk","cfjk","dfkk","gfjk","ffkk","hckk","eckk","gcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfkj","dfkk","cckj","gckk","ffkk","gcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgkj","dckj","igkk","gfjk","fckk","hckk","gcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hfkj","cekk","hejk","dfkk","gfjk","dgjk","cckj",NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","bekk","ffkj","ggkk","cckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","igkk","gfjk","ickk","hfkj","gckj","hckk","cckj",NA,NA,NA,NA,NA,NA,NA
"gfkk","egkk","ifkj","hckk","ickk","gfkj","cckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","fcjk","dckk","ggjk","cckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gekk","fekj","dekk","fekk","iekk","ifkk","hfjk","ickk","eckj","cckj",NA,NA,NA,NA
"gfkk","eekk","gejk","efkk","dfkk","cckk","gcjk","cckj",NA,NA,NA,NA,NA,NA,NA
"gfkk","gckk","dgkk","hfkj","cekk","cejk","gekk","igjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","eekk","gejk","efkk","cejk","fekk","iekk","igjk",NA,NA,NA,NA,NA
"gfkk","dekk","cekk","efkk","dgkj","gfjk","cckk","icjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","hfkk","cckk","hcjk","icjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cfkj","bekk","ffkj","hgkk","ffkk","gckj","icjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","gekk","fekj","dekk","fekk","gckk","icjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","igkj","cgkj","efkj","ffkk","gckj","ickk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfkj","dfkk","hfkj","gckk","gcjk","ickk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","hekk","ifkj","hckk","eckj","ickk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gekk","fekj","dekk","fekk","iekk","ifkk","fgjk","cckk","ickk",NA,NA,NA,NA,NA
"gfkk","ifjk","efkk","dgkj","gfjk","cckk","hckj","ecjk","ickk",NA,NA,NA,NA,NA,NA
"gfkk","cfjk","dfkk","egkk","eekk","gckk","ickk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","efkj","cgkj","dckj","igkk","ggkj","ickk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfkk","fgkk","hcjk","ecjk","cckj","gcjk","ickk",NA,NA,NA,NA,NA,NA
"gfkk","fgkj","eekk","gejk","efkk","gckk","gckj","ickk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfkj","bekk","cekk","ifkj","igkk","egkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fekk","hfkk","cgkk","gfjk","fckk","egkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gekk","cfkk","gfjk","dfkj","efkj","egkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","cfkk","eckj","fckk","hckk","egkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dfjk","fekj","dekk","cekk","hejk","iekk","cfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","igkj","cgkj","efkj","fckk","eckk","hgjk","dcjk","cgkk","dekj","cfjk",NA,NA,NA
"gfkk","bfkk","gekk","hekk","ffkk","fckk","ggkj","cfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","cckj","fgkj","cfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgjk","fekk","cfkk","hfkj","cgkk","cfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","efjk","gekk","egkk","ifkj","igkk","ggkj","cfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","hekk","igkk","ffjk","dgkj","ffkk","cfkj","cfjk",NA,NA,NA,NA,NA,NA
"gfkk","gdkk","hekk","ifkj","hckk","fckk","ffkk","cdkj","cfjk",NA,NA,NA,NA,NA,NA
"gfkk","fdkk","gejk","efkk","hgkk","dfjk","gfjk","eekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fckk","ggkk","cgjk","fekk","egkk","eekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dckk","cfjk","gfjk","dfkj","efkj","eekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dekj","cekk","dekk","dgkk","efjk","cekj","eekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","ickk","hfkk","gekk","bfkk","eekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ggkj","ickk","ecjk","cckj","gcjk","dckk","dfkk","eekk",NA,NA,NA,NA,NA,NA
"gfkk","ifkj","igkk","gfjk","ickk","gfkj","hekk","eekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fejk","hfkk","cfkk","cekk","bekk","eekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","gfjk","igkk","ffjk","iekk","ifkk","fgjk","eekk",NA,NA,NA,NA,NA
"gfkk","gckk","hckj","eckk","gfkj","gfjk","fgkk","eekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hcjk","ecjk","eckk","dfkk","cgkk","eekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hgjk","dcjk","cgkk","cejk","hekk","eekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","dcjk","ifkk","hdkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","gfjk","dfkj","ifkk","hfjk","cekk","hejk","gekk",NA,NA,NA,NA,NA
"gfkk","hckk","ggkj","igkk","ffjk","iekk","gekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dgkk","egkk","iekk","gdkk","hekk","gekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgkk","gfjk","ickk","ecjk","gckk","hcjk","dgkj","efkk","gekk",NA,NA,NA,NA,NA
"gfkk","fckk","dckj","igkk","cfkk","eekk","cekj","gekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dckk","cfjk","gfjk","ffkk","cfkj","efkj","gekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","ifjk","dckk","dfkk","ffkk","fejk","gekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hckj","dfkk","ffjk","dgkj","ffkk","hekk","fdkk","gekk",NA,NA,NA,NA,NA,NA
"gfkk","hcjk","ecjk","eckk","hgjk","dcjk","dckk","cfkk","bfkk","gekk",NA,NA,NA,NA,NA
"gfkk","fcjk","dckk","cgkk","cekk","edjk","gekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","efkj","cfkj","cfkk","dekk","gekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fckk","eckk","gfkj","gfjk","dfkj","efkj","cgkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","gckk","hckj","ecjk","hgkk","fgkj","cgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","dfkk","ffjk","iekk","gdkk","hekk","fdkj","gekk","cgkj",NA,NA,NA,NA,NA
"gfkk","cckk","hckj","gfjk","igkk","ffjk","dgkj","cgkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","ccjk","eckk","hgjk","ifkk","egkk","cekk","cgkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","fejk","hfkk","dfjk","dgkk","ffkj","cfjj","ffjj","cgkj",NA,NA,NA,NA,NA,NA
"gfkk","cejk","hekk","ifkj","hckk","eckj","fckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","dekk","ffkk","cfkj","fckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","dfkk","gfjk","fckk","eckk","fckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","hgjk","dcjk","cgkk","fgkk","hcjk","dgkj","igkj",NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","fcjk","dckk","ifkk","hdkk","igkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","gekk","fekj","dekk","fekk","iekk","ifkk","hfjk","cekk","igkj",NA,NA,NA,NA,NA
"gfkk","ifjk","efkk","hgkk","bekk","cekk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","eekk","gejk","efkk","ggkj","ickk","eckk","dfkk",NA,NA,NA,NA,NA,NA
"gfkk","dekk","cekk","ifkj","ggkk","cgjk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fckk","hckk","ickk","hfkj","gckj","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","dckj","igkk","gfjk","dgjk","hgkk","iejk","dfkk",NA,NA,NA,NA,NA,NA
"gfkk","fekj","dekk","fekk","iekk","ifkk","jfkk","dfkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","gekk","hekk","hfkj","gckk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hcjk","ecjk","gckk","ickk","egkk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","gejk","efkk","cejk","fekk","cdkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gckk","hckj","ecjk","hgkk","egkk","efkk","cdkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","igkk","gfjk","ickk","hgkk","iejk","fekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hejk","dfkk","ffkk","eekk","gejk","fekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","igkj","cgkj","efkj","cfkj","cfkk","gekj","fekk",NA,NA,NA,NA,NA,NA
"gfkk","fekj","dekk","cekk","bekk","ffkj","gckk","fckk","eckk","gfkj","gfjk","fgkk","eekk","cekj","fekk"
"gfkk","cckk","gckj","cfkk","hfkk","iejk","fekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","dckk","cfjk","gfjk","ffkk","fejk","fekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","dgkk","cfkj","bekk","cekk","edjk","fekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","ickk","ecjk","gckk","hcjk","dgkj","gfjk","dfkj","efkj","fekk",NA,NA,NA,NA,NA
"gfkk","gcjk","ickk","eckk","hgjk","ifkk","fekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hckk","efkk","gekk","bfkk","edjk","fekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fekk","iekk","gdkk","igkj","cgkj","efkj","cfkj","bekk","fdkk",NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","fgkj","dekk","cekk","fdkk",NA,NA,NA,NA,NA,NA
"gfkk","hekk","iekk","ifkk","efkk","eekk","cfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","gejk","efkk","ffkk","gfkj","cfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","egkk","ifkj","cfkk","eckj","fckk","eckk","fckj","cfkj",NA,NA,NA,NA,NA,NA
"gfkk","igkk","gfjk","ickk","eckj","hgkk","cfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","eekk","gekk","bfkk","fekk","cdkk","cfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","ickk","gfkj","hekk","fgkk","ffkk","cfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","hfkj","gckj","ickk","dfkk","cfjj","cfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","dfkk","gfjk","ffkk","iekk","hekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fckk","dckj","igkk","gfjk","dgjk","hgkk","iejk","hekk",NA,NA,NA,NA,NA,NA
"gfkk","hckj","gfjk","igkk","ffjk","iekk","gdkk","hekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cekj","dekk","ffkk","hfkk","gekk","hekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hcjk","ecjk","eckk","gfkj","cfkk","cejk","hekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","efkj","cfkj","bekk","ffkj","hgkk","egkk","hekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dekj","cekk","hejk","iekk","igkk","fgkj","hgkk","gekk","fdkk","hekk",NA,NA,NA,NA
"gfkk","cgkj","efkj","ffkk","fejk","hfkk","fdjk","hekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","ickk","eckj","fckk","ggkj","cfkk","fekj","edkj","hekk",NA,NA,NA,NA,NA,NA
"gfkk","cckj","fckk","eckk","hgjk","ifkk","hdkk","igkj","hekk",NA,NA,NA,NA,NA,NA
"gfkk","fcjk","dckk","dfkk","hfkj","cekk","hekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","ickk","hfkj","gckj","cfkk","hekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dekk","cekk","hejk","fgkk","hcjk","dgkj","gfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfjk","cfkk","eckj","cckk","hckj","gfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","dekk","ffkk","cfkj","bekk","gfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","hekj","cekk","ifkj","hckk","fckk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","hekk","cekk","bfkk","gekk","ggkk","gfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","ifkk","hfjk","cekk","fekk","hgkk","gfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","eekk","hekk","hfkj","cekk","efkk","gfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","ickk","eckj","fckk","dckj","igkk","gfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","ggkj","ickk","eckk","hgjk","ifkk","fgjk","gfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","cejk","hekk","ifkj","ggkk","ffjk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dcjk","ifkk","dfkk","eckk","igjk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","igkk","ffjk","dgkj","fgkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfjk","fekj","dekk","fekk","egkk","fgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","fekk","hgkk","ggjk","fgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","gfjk","ickk","hfkj","cgkk","fgkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","fekk","hekk","ffkk","fejk","fgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","efkj","cfkj","cfkk","cejk","gekk","fgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gfkj","gfjk","ffkk","ggkk","ffjk","fgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgkj","efkj","ffkk","eekk","gejk","fgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hekk","hfkj","gckk","hcjk","ecjk","eckk","fckj","dfkj",NA,NA,NA,NA,NA,NA
"gfkk","fdkk","gejk","efkk","dfkk","gfjk","dfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fckk","dckj","igkk","gfjk","ickk","eckj","dfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","cgkj","efkj","dfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","gekk","dfkk","hfkj","gckj","hckk","ecjk","dfkj",NA,NA,NA,NA,NA,NA
"gfkk","gdkk","hekk","dekk","dgkk","egkj","dfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fekk","efkk","fgkj","dekk","cekk","ifkj","hckk","dfkj",NA,NA,NA,NA,NA,NA
"gfkk","fckk","eckk","gfkj","gfjk","fgkk","dfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dckk","cfkk","eckj","fckk","gckk","dfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hekj","cekk","hejk","fgkk","cgkk","ggjk","dfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","ffjk","igkk","efkk","ifkk","fgjk","cckk","fckk","efjj","fbjj","dfkj",NA,NA,NA,NA
"gfkk","gekj","cgkk","gfjk","igkk","hfjk","dfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","fcjk","eckk","igjk","gckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hekk","hfkj","gckk","hckj","gfjk","dfkj","efkj","gckj",NA,NA,NA,NA,NA,NA
"gfkk","cfkj","bekk","ffkj","hfkk","gckk","hcjk","gckj",NA,NA,NA,NA,NA,NA,NA
"gfkk","cgkj","efkj","cfkj","dfkk","hfkj","gckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ifkj","igkk","dfkk","cckk","ickk","gckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","ifkj","hckk","gckk","hcjk","dgkj","efkj",NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","ickk","eckk","ggjk","efkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","eekk","cekj","dekk","ffkk","efkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","dckk","igjk","hfkk","hekk","hfkj","gckj","hckk","efkj",NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","gekj","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ickk","dfkk","cfkk","eekk","gekk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","ffjk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","hfkk","dfkk","efjk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dckk","cfjk","gfjk","dfkj","efkj","cfkj","bekk","ffkj","gckk","hckj","eckk","gfkj","bfkk",NA
"gfkk","icjk","eckj","hfkk","ffkk","gckj","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","egkk","efjk","cekj","dekk","fekk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgkj","dckj","igkk","gfjk","ickk","efjk","gekk","bfkk",NA,NA,NA,NA,NA,NA
"gfkk","dckk","ggjk","hfkk","hekk","ffkk","cfkj","bfkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","gfjk","dfkj","ifkk","jfkk","cekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fckk","hckk","efkk","cejk","fekk","ddkk","cekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cgjk","fekk","iekk","igkk","hfjk","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hckj","dfkk","gfjk","cfkk","dekk","cdkk","cekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dgkj","gfjk","cckk","gckj","cfkk","eekk","gejk","cekk",NA,NA,NA,NA,NA,NA
"gfkk","fgkj","hfkk","dfkk","cfkj","bekk","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ccjk","gfkj","gfjk","fgkk","fekk","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ifkj","igkk","hfkk","fekk","cdkk","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ggkj","igkk","egkk","ffkk","cdkj","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dckk","cgkk","gfjk","ffkk","dekk","iejk","cekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","ggkj","hfkk","dekk","fekk","cdjk","cekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","ifkj","igkk","gfjk","ickk","efjk","gekk","fekj","ifkk",NA,NA,NA,NA,NA,NA
"gfkk","bekk","ffkj","gckk","hckj","gfjk","dfkj","ifkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hcjk","ecjk","cckj","gcjk","ickk","gfkj","ifkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","ifjk","dckk","cgjk","fekk","egkk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dekj","cekk","hejk","iekk","igkk","ffjk","dgkj","ifkk",NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","hfkk","ggkj","hckk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgkj","dckk","fgkk","eekk","hekk","iekk","hdkk","ifkk",NA,NA,NA,NA,NA,NA
"gfkk","cckk","dckj","igkk","hfjk","cekk","hekk","dekk","gdjk","ifkk",NA,NA,NA,NA,NA
"gfkk","fdkk","gejk","efkk","igkk","gfjk","dgjk","hfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","dfkj","dfjk","hgkk","iejk","hfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","dgkk","hfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ccjk","dckj","igkk","hfkk","iejk","hfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","egkj","ffkk","gfjk","cckk","dckj","hfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ickk","eckj","fckk","ggkj","cfkk","hfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","cfkk","gekj","cgkk","dfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","dekk","cekk","hejk","fgkk","hcjk","dgkj","dfjk",NA,NA,NA,NA,NA
"gfkk","efjk","dfkk","gfjk","ickk","ecjk","gckk","hcjk","ggkj","hckk","dfjk",NA,NA,NA,NA
"gfkk","gdkk","hekk","ifkj","hckk","ifkk","dfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","efkj","cgkj","dckk","hgkk","dgkj","dfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gfkj","gfjk","ffkk","ggkk","cgjk","dfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","bekk","ffkj","fcjk","dckk","igjk","egjk",NA,NA,NA,NA,NA,NA
"gfkk","hekk","hfkj","gckj","hckk","ggkk","egjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ickk","eckj","fckk","dckj","igkk","fgkj","eekk","egjk",NA,NA,NA,NA,NA,NA
"gfkk","egkk","ifkj","igkk","gfjk","ickk","hgkk","egjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","gfjk","dgjk","cgkk","cejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","dekk","cekk","hejk","iekk","cejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","gfjk","dfkj","ifkk","cgkk","dekj","cejk",NA,NA,NA,NA,NA,NA
"gfkk","igkk","gfjk","ickk","hgkk","bekk","cejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","igkj","cgkj","efkj","fckk","eckk","hgjk","dcjk",NA,NA,NA,NA,NA,NA
"gfkk","dekk","cekk","hejk","iekk","igkk","dcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","bekk","ffkj","gckk","hcjk","dcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfkj","bekk","cekk","dekk","dgkk","hfkj","gckj","ickk","eckj","fckk","dcjk",NA,NA,NA
"gfkk","cckj","fgkj","dekk","fekk","efkk","ggkj","ickk","ecjk","eckk","dcjk",NA,NA,NA,NA
"gfkk","hekk","hdkk","igkk","gfjk","cckk","dcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cfkj","cfkk","eckj","cckk","eckk","ggjk","dcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","hejk","fgkk","hgkk","ggjk","fcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","fekj","dekk","ffkk","gckj","fcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","eekk","gejk","efkk","ggkj","fcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hekk","hfkj","gckj","hckk","ggkk","gfkj","fcjk",NA,NA,NA,NA,NA,NA,NA
