"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"gckk","fgkj","dfkj","dfkk","fckk","hfkj","hekk","bekk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bfkk","fekk","dfkj","ifkk","igkj","gfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","hfjk","hekk","ifkj","dfjk","hgkj","fekj","efjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hcjk","ffkj","cejk","cfjk","ffjk","eekk","dfkj","ifkk","efjk",NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","iejk","cgjk","cfkj","eckj","cckk","efjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfjk","cfkj","iekk","cgjk","egkj","fckj","eckj","efjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","ecjk","cckj","ggjk","bfkk","fekk","fgjk","ifjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifkj","hekk","bfkk","gekk","dekk","iekk","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfjk","gekk","cfkj","eckj","efjj","dbjj","ffkj","fekk","fgjk","bgkk","efkj",NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdkk","ffkj","cejk","cfjk","eejk","dgkj","ifkk","igkj","fgkj","fgjk","egkj","bckj","efkj",NA
"gckk","dfjk","bckk","egkk","ickk","ffkj","dfjj","efkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfkj","fekj","ffjk","eekk","fgjk","cgkj","hgkj","ifkj","dfjk","egkj","fckj","eckj","efkj",NA,NA,NA
"gckk","ffjk","hfjk","hekk","ifkj","dfjk","hgkj","iekk","ggjk","cdkk","ffkj","ggkj","ecjk",NA,NA,NA,NA
"gckk","ifjk","dfkk","ccjk","hfkj","iejk","cgjk","egkj","fckj","gckj","ecjk",NA,NA,NA,NA,NA,NA
"gckk","egjk","efkj","dekk","dejk","cgjk","dgkk","ggkk","ecjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckj","dbjj","ebjj","cckj","fgjk","egkk","egjk","cdjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkj","iekk","cejk","hfkk","hgkk","efjk","cdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckj","dbjj","ebjj","cckj","fgjk","gfkk","edjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkk","hfkj","iekk","cfjk","efkk","cdkj","edjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkk","ffkj","ggkj","iekk","cfjk","gfkj","fekj","dekk","bfjk",NA,NA,NA,NA,NA,NA,NA
"gckk","eckj","efjj","dbjj","ffkj","bekk","ggkk","bfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hcjk","ffkj","cejk","cfjk","ffjk","ggkk","jfkk","dcjk","ickk","dfjk","bckk",NA,NA,NA,NA,NA
"gckk","fcjk","hfkj","iekk","dfkk","efkk","bgkk","bfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","dckj","dbjj","ffkj","fekk","fgjk","bgkk","bgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","hfkj","iekk","dfkk","bcjk","fgkj","bgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","icjk","cckk","hgkj","iekk","cejk","cekk","bgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","fcjk","hfkj","iejk","cgjk","cgkj","hgkj","gejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","eejk","dgkj","bckk","efkk","ffjk","hfkk","gejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","ickj","dgjk","fgkj","bfjk","cgkj","bgkk","gejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgjk","ffkj","fekk","bekk","cgjk","egkj","fckj","gejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckk","ickj","cckj","ggjk","gekk","bfkj","gejk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","hfjk","hekk","ifkj","dfjk","hgkj","iekk","ggjk","cdkk","hdkj",NA,NA,NA,NA,NA,NA
"gckk","dfkk","dckk","ecjk","cdkk","edkj","cdkj","hdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgjk","ffkj","cejk","cfjk","ffjk","gfjk","hdkk","hdkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckj","dbjj","ebjj","cckj","fgjk","bekk","gekk","cekj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkk","bcjk","fgkj","bfjk","cgkj","gekk","cekj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgjk","ffkj","cckj","gcjk","gfjk","cdkk","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","eejk","dgkj","bckk","efkk","ggkj","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","iejk","cgjk","cfkj","eckj","efjj","dbjj","ebjj","cckj","ggjk","cdkk","ddkk",NA,NA,NA
"gckk","fckj","ecjk","hfjk","hekk","ifkj","dfjk","hfkj","iekk","cgjk","ggkj","ddkk",NA,NA,NA,NA,NA
"gckk","fgkj","bekk","gekk","hfkj","hfjk","fckj","ickk","gdkk","hdkk","hdjk",NA,NA,NA,NA,NA,NA
"gckk","hckk","ffkj","bekk","cfjk","gfkj","fekj","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","hekk","bekk","cgjk","cfkj","cfjk","ffjk","gekk","dejk","dekk",NA,NA,NA,NA,NA,NA
"gckk","gckj","ecjk","hgkk","ifkj","hgjk","ifjk","cfkk","dekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckj","dbjj","ffkj","dfkk","ggkk","hekj","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","ffkj","bfkk","eejk","fgkk","ifkk","jejk","dekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","eckk","dgkj","ifkk","igkj","fgkj","dfkj","cekk","hekk","dekk",NA,NA,NA,NA,NA,NA
"gckk","gcjk","gfjk","cfkj","efkk","ffjk","ifjk","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","ickj","cckj","ggjk","bfkk","eekk","dfkj","icjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","ffjk","eekk","dgkj","bckk","egkk","bfkk","ggjk","cdkk","gdjk","hdkk","icjk",NA,NA,NA,NA
"gckk","dcjk","hckj","ccjk","hfkj","iejk","cgjk","cfkj","eckj","icjk",NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","hfjk","hekk","ifkj","hgjk","igkj","eckk","ggkj","ffkj",NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","ecjk","cckj","fgjk","bekk","cgjk","cekk","hekk","bfkk","fekk","ffkj",NA,NA,NA,NA,NA
"gckk","fcjk","hfkj","iekk","dfkk","cfkj","eckj","ffkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","hekk","hfkj","fekj","dekk","dejk","cgjk","egkj","ffkj",NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","dcjk","eckk","cdkk","edjk","cdjk","ffkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igjk","gfkk","hfkj","gfkj","ecjk","hckk","hcjk","ffkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","efkj","dekk","iekk","cejk","hfkk","ffkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","dfkk","ifkj","dfjk","hfkj","fekk","ffkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","fgkj","efkj","bejk","gekk","hfkj","hfjk","ffkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgjk","cfkj","cfjk","ffjk","ifjk","dfkk","ickk","ffkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","ffjk","gfjk","hfkj","fgjk","efkk","ffkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkj","gfkk","iejk","dgkk","ickk","efjk","ffkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifjk","gfkk","ifkj","gcjk","gfkj","cfjk","dckk","hfkj","ddjk","ffkj",NA,NA,NA,NA,NA,NA
"gckk","ffjk","hfjk","hekk","ifkj","dfjk","hgkj","iekk","cfjk","eejk","dgkj","hcjk","fdkk",NA,NA,NA,NA
"gckk","ecjk","hfjk","hekk","hfkj","iejk","cgjk","ggkj","gdjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkj","iekk","dfkk","gfjk","cdkk","edkj","cdkj","gdjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkk","ffkj","cckj","ggjk","gekk","gfkj","gdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfjk","ifkj","hekk","ifkk","gckj","dgjk","egkk","egjk","efkj","bekk",NA,NA,NA,NA,NA,NA
"gckk","hckj","dckj","ifkk","ecjk","gckj","ggjk","bfkk","eekk","dfkj","cgkj","bekk",NA,NA,NA,NA,NA
"gckk","dgkk","igkj","gckj","dckj","hgjk","gekk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","igkj","hfjk","gekk","dekk","iekk","ffkk","fekj","bekk",NA,NA,NA,NA,NA,NA,NA
"gckk","ickj","dgjk","fgkj","bfjk","cgkj","gekk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckk","efjk","dgkj","hcjk","dfkk","ffjk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","cgjk","cfkj","cfjk","ffjk","dfkk","egkk","fgkj","efkj","bekk",NA,NA,NA,NA,NA,NA
"gckk","dckj","dbjj","ebjj","cckj","fgjk","cgkj","hekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","eejk","dgkj","bckk","efkk","ffjk","gfjk","hekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdkk","dckj","hcjk","fckj","hekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","dcjk","dgjk","fgkj","bfjk","cgkj","gekk","bfkj","hekk",NA,NA,NA,NA,NA,NA,NA
"gckk","icjk","dgkk","eckk","jckk","gfjk","bfkk","hekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckj","eckj","efjj","dbjj","ffkj","fekk","cejk","hekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkk","ifkk","cfkj","iekk","cgjk","cgkj","bgkk","hekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","hfjk","hekk","hfkj","iejk","cgjk","bgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","igkj","gckj","ecjk","cdkk","ffkj","ggkj","bgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdjk","hckk","fgkk","gejk","bfkj","hfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickj","dfkk","bcjk","fgkj","fgjk","hfjk","hfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","fekk","bekk","cgjk","egkj","fckk","ecjk","hfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dfkj","gfjk","ifkj","hekk","bekk","cfjk","eejk","dgkj","bcjj","ecjj","fdkj",NA,NA,NA,NA,NA
"gckk","cfkj","iekk","cgjk","cgkj","gfkj","fekk","eekj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","hfjk","hekk","ifkj","dfjk","efkk","eekj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","ccjk","hgkj","iekk","cejk","cekk","hfkj","gekk","eekj",NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","fcjk","ecjk","cckj","eckj","cfkj","ffkk","cejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckk","hfkj","hekk","bfkk","cfjk","ffjk","cejk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","iekk","cfjk","eejk","dgkj","ickk","ffkj","ggkj","fekj",NA,NA,NA,NA,NA,NA
"gckk","dcjk","hckj","dfkk","bcjk","fgkj","fgjk","bgkk","fekj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckk","hfkj","fekj","bekk","cgjk","cfkj","iekk","ggjk","cdkk","ffkj","egkk","egjk","efkj","bejk","gekj",NA
"gckk","dckj","dbjj","ffkj","bekk","gekk","hfkj","dgjk","fgkj","dfkj","jckj","gdkj",NA,NA,NA,NA,NA
"gckk","ecjk","hfjk","hekk","hfkj","iejk","cgjk","cfkj","hejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","fekj","cejk","cfjk","cgkk","dekj","hejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","hckj","ccjk","dfkk","ifkj","gfkj","hejk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dfkk","bcjk","fgkj","fgjk","hfjk","gekk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","fgkj","bfjk","cgkj","gekk","dfkk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgjk","cfkj","iekk","cejk","hfkk","hfkj","hgjk","fgkj","igjk","ifkj",NA,NA,NA,NA,NA,NA
"gckk","egkk","eejk","dgkj","gfkj","fekj","dekk","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","ecjk","cckj","ggjk","gekk","cfkj","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","hfjk","hekk","ifkj","dfjk","bckk","egkk","cgjk","dekj",NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","ecjk","cckj","ggjk","bfkk","gekk","cejk","cekk","dekj",NA,NA,NA,NA,NA,NA,NA
"gckk","dckj","dbjj","ffkj","cejk","cekk","iekk","ggjk","iekj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dfkj","gfjk","hfkj","fekj","cejk","cfjk","eejk","dgkj","ickk","ffkj","fejk",NA,NA,NA,NA,NA
"gckk","hckj","ccjk","hfkj","iekk","cfjk","ffjk","cckj","eckj","cfkj","efkk","ickk","fgkj","efkj","dekk","iekj","eejk"
"gckk","dfkj","gfjk","hfkj","fekj","cejk","cfjk","dckk","dbjj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dfkk","bcjk","fgkj","efkj","efjj","dbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","hckj","cckk","fckj","ffjk","cckj","fbjj","dbjj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","eejk","dgkj","bckk","efkk","dfkk","ifkj","hekk","hfkj","gekk","dejk",NA,NA,NA,NA,NA
"gckk","gfjk","ifkj","hekk","bekk","cfjk","efkk","gckj","jfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dfkj","gfjk","hfkj","fekj","dekk","dfjk","hgkj","dckk","jfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","ifkk","hfkj","iejk","cgjk","cgkj","bgkk","chkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","hfjk","bfkk","cfjk","gfkj","fekj","dekk","cfkj","eckj","cbjj",NA,NA,NA,NA,NA,NA
"gckk","ifkk","hfkj","fekj","bekk","cgjk","egkj","fckj","eckj","efjj","dbjj","cbjj",NA,NA,NA,NA,NA
"gckk","cfkj","iekk","cejk","hfkk","fckj","dbjj","ebjj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","hfjk","hekk","ifkj","dfjk","bckk","egkk","eejk","dgkj","bcjj","ebjj",NA,NA,NA,NA,NA
