"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"gckk","fejk","cfjk","gfjk","igkj","hdjk","hgjk","dfkk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","cfkj","cckj","iekk","jckk","hckk","gfjk","egkk","bgkk","cgkj","cgjk","fckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","gfkj","bckk","bekk","cfkj","dfkk","ickk","fdkj","fcjk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bekj","efjk","egkk","dcjk","edkk","cdjk","hfkk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekj","cfkk","cckj","bckk","bfkk","ffjk","fgkk","fgkj","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkk","hgkk","fcjk","ecjk","gekk","ffjk","fdkk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdik","cfkk","fcjk","eckj","fdkk","gdkj","hekk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bfjk","ggkk","cekj","gejk","igkj","idkk","eckj","ebjj","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifkj","ickk","gdkj","hdkj","fgkj","fdkj","efkk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","fekk","ggkj","idkk","eckk","eekk","fgkk","gckj","hgkk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdik","cgkj","dbjj","ebjj","fckj","fcjk","eckj","fekk","ggkj","hdkj","hgkk","ffkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","dcjk","eckj","cfjk","gfjk","ggkk","cejk","ffkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfkk","fgjk","cekj","fekk","hgjk","hdkk","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","dfkk","ggkk","hfjk","ifkk","ecjk","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","cejk","gejk","efjk","fgjk","gckj","cgkk","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckj","bckk","gejk","bgkk","cgjk","dckj","hdjk","hekj","ickk","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","bckj","gfkj","bckk","cfkj","cckj","idkj","hcjk","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","hdjk","hgjk","ggkk","bckk","bekk","cgkj","dbjj","ebjj","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkj","fdkj","cfjk","gfjk","cekk","gejk","fckj","gckj","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","bekk","hekj","igkk","hdjk","hckj","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fdkj","fcjk","bckk","bfkk","ffjk","dckj","hckk","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkk","dckj","bekk","ggkk","hdkj","iekk","jckk","hckk","hdkk","dekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","cdjk","cejk","gejk","efjk","fgjk","cekj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","idkk","ifkk","ickj","dfkk","cckj","idkj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eckj","eejk","hckk","fdkj","efkj","bckj","gfkj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","bekk","gejk","hgkj","hdkj","hekk","gckj","ddkj","ccjk","bekj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkk","efkj","cbjj","ebjj","fdkj","edkk","fekk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","hdjk","hekj","bgkk","dfkk","ccjk","bejk","egkj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfkk","cfkj","cckk","gejk","bgkk","ggkk","cekj","fekk","dgkk","fgkj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","iekk","ifkk","idkk","hekj","igkk","hdjk","hfkj","ggkk","ffjk","fdkk","edkj","cdkk","hgjk",NA,NA,NA,NA,NA
"gckk","hckj","cdjk","egkk","bgkk","cgkj","dbjj","ebjj","fckj","fcjk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","fckj","eekj","cfkk","cckj","gekk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","efkk","ffkk","ggkk","gfjk","cekj","gejk","igkk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","ffkk","cfjk","gfjk","igkj","hdkk","hgkj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","cgjk","fckj","edkj","ggkk","cejk","hekj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","gfjk","egkk","ffkk","gckj","idkk","iekk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkj","ickk","fdkj","cfjk","dckj","bekk","ggkk","ggjk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bejk","cfkj","dfkk","ickk","edkj","fejk","fgkk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","dcjk","bejk","gekj","ifkk","hdkk","hcjk","cdkk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","gfkj","bckk","fekk","egkk","dcjk","gdkk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkj","egkk","fckk","hdjk","ickk","hcjk","fdkk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekk","ifkk","ecjk","bfjk","ggkk","cejk","gejk","fcjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","cckj","bckk","gejk","efjk","fgjk","cekj","ggkk","gfjk","gdkj","hdkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fdkj","cfjk","gfjk","cekj","gejk","igkk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkj","dckk","idkj","fgkk","ffkk","ggkk","hfjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkk","dfkk","ffkk","hgkk","fckj","eekk","hcjk","gdkj","hekk","ifjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gekk","dfkj","ccjk","cejk","fekk","ffkk","gdkk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkk","dfkk","ickk","gckj","idkj","hekk","hfjk","hdkj","fgkj","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gekj","hfjk","igkj","dcjk","bekk","fekk","fckj","fcjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","fcjk","bckk","bekk","gekj","ifkk","ickj","dfkk","hckj","ddkj","dfjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cekj","efjk","egkk","ffkk","cfjk","dckj","gcjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekj","cfkk","hfkk","bckk","bfkk","fgjk","hckj","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfik","ddjk","dcjk","idkk","hgkk","fcjk","hcjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdik","dfkj","ickk","edkj","ggkk","hdkj","hekk","hfkj","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","fckk","hdjk","ickk","hcjk","gfjk","ggkk","ccjk","hekk","dgkk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","dfkk","dckj","eckj","cfkk","dgkk","jcjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfkk","ffjk","fdkk","ffjj","dbjj","ebjj","fdkj","efkj","bckj","gfkj","ggjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","bekk","gejk","igkj","hdjk","hgjk","gdkk","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fckj","edkj","cdjk","egkk","bgkk","cgkj","dbjj","ddkj","ccjk","ggjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dfkj","ickj","dcjk","hckj","hekk","igjk","dckj","ddkk","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","dcjk","bejk","efkk","dfkk","ickk","gdkj","fdkj","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dekj","eckk","bfjk","ffkk","cfjk","dckj","gekj","hfjk","hdkj","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bekj","efjk","fgjk","gckj","fgkk","bckk","gejk","hgkj","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekj","hckk","bckk","fejk","ffkk","cgjk","cgkj","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","cckj","bekk","gejk","dfkk","dcjk","gckj","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","iekk","dgkk","fgkk","bckj","gfkj","eckj","eejk","hcjk","hdjk","hckj","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekk","ickk","fdkj","fgkk","bckk","bekk","ffjk","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","cckj","iekk","hgkk","hdjk","hfkj","igkk","idkj","ecjk","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","bgkk","ggkk","eckk","gdjk","edjk","ebjj","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dfkj","hckk","gfjk","igkj","eckk","ddkk","dfjk","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkk","dfkk","ickk","gckj","bckk","hfkk","hfjk","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkj","dbjj","ebjj","fckj","gckj","idkj","hekk","hgkj","hdkj","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","iekk","efkk","bfkk","cfjk","cckk","bckk","fekk","efkj","cbjj","ebjj","fdkj","edkk","fdkk",NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","egkk","fckk","bckk","fejk","cfjk","hgkk","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bejk","gekj","hfjk","bckk","cekk","dfkk","hckk","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bekj","ffkk","ggkk","cekj","gejk","fcjk","ddkk","fdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkk","hgjk","dfkk","cckj","idkj","ecjk","eejk","cfjk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","hejk","fckk","egkj","bgkk","cgkj","dbjj","ddkj","dfjk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","cfkj","dfkk","ccjk","cekj","gejk","hgkj","hdjk","ickj","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","ffjk","fdkk","hdkj","iekk","ifkk","idkk","eckj","gdjk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","eckj","eejk","hcjk","hdjk","hekk","dgkk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkj","cbjj","ebjj","fdkj","cfjk","gfjk","ggkj","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bejk","gekj","ifkk","ickk","edkj","cdjk","cejk","igkj","idkk","iekk","dgkk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","gfkj","bckk","efkk","egkk","ffkk","cgkk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","ickk","gckj","bckk","hfkk","gfjk","eckj","eekk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","fdkk","ffjj","dbjj","ebjj","fdkj","cfjk","gfjk","bcjk","gekk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkj","bgkk","dfkk","ccjk","bejk","hgkk","hfjk","bckk","fdkk","edkj","ifkj","hcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","gfkk","ggkj","idkk","ickk","fdkj","edkk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekj","cfkk","cckj","idkj","fgkk","bckk","cekk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","bgkk","ggkk","gfjk","hfkj","fcjk","eekk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","fgkj","fgkk","fcjk","eckj","eekk","ickk","gdkj","ggkk","cekj","gekk","dfkj","icjk","hcjk",NA,NA,NA,NA,NA,NA
"gckk","fdkj","fcjk","gckj","hdjk","hfkk","gfjk","cekk","dgkj","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdik","dgkk","ggkj","hdkj","hgkk","idkk","hekj","igkk","gcjk","ddkk","dfjk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igjk","hdkk","hekj","fckk","ddkk","dgkk","jbjj","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","gfkj","ggkk","hdkj","iekk","efkk","dfkk","ickk","fcjk","cdkj","gfjk","ggkj","hcjk",NA,NA,NA,NA,NA,NA,NA
"gckk","eekj","gcjk","eejk","cgkk","dfkk","dckj","gejk","hgkk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","cgjk","dfkk","cckj","bckk","gejk","ecjk","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkk","hgjk","dfkk","hckj","cdjk","gfkj","bckk","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hcjk","cfkj","dfkk","ggkk","cekj","fekk","efkj","bckj","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkk","ffjj","dbjj","dckj","hdjk","ickk","gcjk","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","ffkk","cfjk","gfjk","eckj","edkk","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","idkj","hcjk","hdjk","hdkk","gekj","ggjk","gdkk","gejk","dfkk","dckj","ddkk","eekk",NA,NA,NA,NA,NA,NA
"gckk","fgkk","bckj","bfkk","ffjk","fdkk","edkk","hckj","ddkj","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkk","hgjk","dfkk","hckj","hfjk","bckk","gejk","ecjk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdjk","hekj","igkk","idkj","fgkk","bckj","bfkk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","edkj","cdjk","egkk","bgkk","cfkk","cckj","bckk","fekk","cgjk",NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","idkj","hcjk","hdjk","hdkk","gekj","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fdkj","cfjk","gfjk","bcjk","gekk","ifkk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkk","bdkj","eejj","fgkj","gfkk","gfjk","eckj","edkk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckj","bcjk","gfkk","ggkj","idkk","iekk","dgkk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","eckj","eejk","dfkj","icjk","hfkk","ggkk","egjk","bgkk","cgkj","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgjk","hdkk","fgjk","gckj","ddkj","dfkk","cckj","bekk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifjk","ffkk","efkj","bckj","gfkj","eckj","eekk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkj","dckk","gdkj","edkj","cfjk","dckj","hdjk","hfkk","efkk","bfkk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickk","fdkj","efkk","dfkk","ggkk","cekj","efjk","fgjk","hckj","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","cckj","bckk","bfkk","cgkj","dbjj","ebjj","fdkj","fcjk","ccjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","fckj","edkj","cdjk","egkk","bgkk","cgkj","dckk","ccjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","eckk","bfjk","gfkk","dcjk","gckj","ddkj","dfjk","ccjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idjk","ickj","dfkk","ggkk","cekj","fekk","dgkk","ccjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hejk","ifkk","fckj","gckj","idkj","hekk","hgkj","ccjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","bekk","efkj","cbjj","ebjj","fckj","fcjk","eckj","cfjk","dcjk","ccjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","cckj","bckk","bfkk","ffjk","dckj","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","bgkk","ggkk","bckk","cfkj","dfkk","hckj","ddkj","dfjk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","bekk","hekj","fckj","ddjk","dcjk","idkk","iekk","dgkk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","egkk","ffkk","ggkk","gfjk","bckk","fekk","hcjk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dekj","eckk","bckk","efkk","bfkk","cfjk","gfjk","ggkk","cejk","hekj","ickk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdik","cfkk","cckj","gekk","ifkk","hdkk","hekk","ifjk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fejk","ffkk","cfjk","cckk","gejk","efjk","fgjk","hckj","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hejk","ifkk","ickj","dfkk","ickk","edkj","ifkj","hgjk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","fckk","hdjk","hekk","icjk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","gekk","fckj","edkj","cdjk","cekk","gejk","bgkk","cgkk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckj","bekk","gejk","igkj","hdjk","hgjk","cckk","cejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","ggkk","cekj","gejk","fcjk","eckj","eejk","hckk","cdjk","cejk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","cckj","idkj","fgkk","gckj","hdjk","hfkk","icjk","cejk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkj","egkk","ffkk","efkj","cbjj","ebjj","fckj","hdjk","ickk","cejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","bckk","cfkj","cgkk","dfkk","ickk","hcjk","cdkk","cejk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","dfkj","icjk","hfkk","igkk","idkj","hekk","igjk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","cckj","iekk","hgkk","hdjk","hekk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","egkk","dcjk","eckj","fekk","dgkk","fgkj","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","bekk","hekj","fckj","fcjk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","bekk","cfkj","dfkk","cckj","fckk","edkj","cdjk","igkk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cejk","fekk","egkk","fckk","gdkj","ggkk","cekk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdik","cgkk","cckk","bekk","ffjk","fdkk","edkk","dgkj","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fejk","fgkk","fcjk","eckj","cfjk","hgkk","hfkk","icjk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifjk","ickk","fcjk","eekk","cgjk","dfkk","ggkk","cekj","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bdkk","efkk","dfkk","ccjk","bekj","efjk","fgjk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","cekk","gfjk","gdkj","edkj","cdkk","cejk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gejk","hgkj","hdjk","hgjk","ggkk","bckk","fekk","ggkj","idkk","eckj","eekk","hcjk","cfkj","gckj",NA,NA,NA,NA,NA,NA
"gckk","hdkj","hejk","ifkk","idkk","hgjk","dfkk","cckj","bckk","cekk","ifkj","gcjk","fekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkk","bdkj","eejj","fgkj","cbjj","ebjj","fckj","fekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkk","cckj","gekk","efjk","fgjk","cekj","gejk","bgkk","cgkj","dbjj","edkj","cdjk","cekk","fekk",NA,NA,NA,NA,NA,NA
"gckk","cgkk","dfkk","ffkk","ggkk","gfjk","gdkj","edkj","eekk","hcjk","hdjk","gekk","ecjk","fekk",NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","iekk","jckk","hckk","bckk","bfkk","ffjk","bdkk","fekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","hdjk","hekj","bgkk","dfkk","cckj","idkj","hcjk","ffkj","fgkj","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","ggkk","egjk","bgkk","cgkj","dbjj","edkj","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickk","fdkj","ffkk","ggkk","cekj","gejk","igkj","hdjk","ickj","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","gejk","hgkj","hdjk","ickk","edkj","eekk","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkj","egkk","bgkk","cgjk","fckj","edkj","cdjk","cejk","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkk","ggkj","hdkj","hejk","igkk","idkj","ecjk","fekk","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekj","cfkk","cckj","iekk","ifkk","ickk","gckj","bckk","cekk","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","eekj","hckk","gdkj","ggkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","cfjk","hgkk","hdjk","hekj","igkk","idkj","ecjk","fekk","gfkj","bckk","bekk","gekj","ggkk",NA,NA,NA,NA,NA,NA
"gckk","dejk","gfkk","gdkj","edkk","cdkk","cejk","gekk","ggkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","idkk","eckj","bckk","cfkj","cgkk","cgjk","dfkk","ffkk","bdkj","ggkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickk","fcjk","ecjk","eejk","cfjk","gfjk","gfkk","hgjk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckk","bekj","ffkk","ggkk","egjk","bgkk","cgkj","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkk","gejk","bgkk","cgjk","dckj","bekk","cfkj","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","iekk","efkk","bfkk","cfkj","cckj","bekk","hekj","ickk","fdkj","edkk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifjk","ffkk","fgkk","fckj","hdjk","hgjk","ggkk","gfjk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bekj","efjk","egkk","ffkk","cfjk","dckj","eckj","eejk","ickk","edkj","cdjk","igkk","hdjk","hfkj","dfkk",NA,NA,NA,NA,NA
"gckk","idkk","hgjk","hdkk","gekj","ggjk","cgkk","dgkk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efjk","fckj","gckj","hgkk","cekj","gekk","dgkj","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","eekk","cfkj","dckk","gejk","hfkk","hdkj","fgkj","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bejk","gekj","ifkk","ickk","gdkj","fgjk","cekj","fejk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
