"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"gckk","cckj","idkj","ecjk","eekj","gcjk","hdkk","iekj","hckk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfik","ddjk","dcjk","bejk","egkj","bgkk","bgjk","hckk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","bekk","hekj","fckj","eekk","hckk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","fekk","ggkj","hdkj","hejk","ifkk","ecjk","bfjk","ggkk","cejk","hckk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","bekk","efjk","fgjk","cekj","gejk","fcjk","gdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfkk","ffjk","fgkk","bckj","gfkj","eckj","gdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fdkj","cfjk","gfjk","ggkj","idkk","ifkk","fckj","hdjk","gdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkk","cckj","iekk","ifkk","idkk","eckj","eejk","hcjk","ffkj","fgkj","fgkk","dckj","bekk","hfkj","gdjk",NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","gekk","igkj","hdjk","ickj","gdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gekj","hfjk","hdkj","hekk","ickk","fdkj","edkk","gdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","dckk","bekj","egkj","bgkk","cgjk","dckj","hdjk","hekj","igkk","hdkj","hejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","gejk","ecjk","eejk","dfkj","dckk","jdjk","hejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkk","ggkk","bckk","gejk","efjk","fgjk","cekj","hejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","eekj","cfkk","cckj","bckk","bfkk","cgkj","dbjj","ddkj","hckk","hejk",NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","ggkk","hfjk","bckk","fdkk","hejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","fdkk","ffjj","dbjj","ebjj","fdkj","cfjk","gfjk","cekk","hejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","dckk","gekj","ifkk","igkk","dckj","hejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","dfkj","icjk","dcjk","bejk","egkj","bgkk","dfkk","dckj","gejk","efjk","fgjk","hckj",NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","bekk","gejk","igkj","hdjk","ickj","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfkk","cfkj","cckj","idkj","hcjk","hdjk","hdkk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bejk","cfkj","dfkk","ccjk","hekj","bgkk","cgjk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bekj","ffkk","ggkk","bckk","fekk","ickk","fdkj","edkk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckj","fckk","hdjk","hekj","igkk","fcjk","cdkk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgkj","gfkk","hgkk","gckj","cdkk","cejk","gejk","bgkk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eckj","cfjk","hgkk","cekj","gejk","efkk","bgjk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fejk","ffkk","gckj","hdjk","hgjk","ggkk","cekj","dfkk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","fdkk","ffjj","dbjj","ebjj","fdkj","cfjk","dcjk","idkk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","ickk","gdkj","fdkj","efkk","dckj","hdjk","hfkk","hckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","ecjk","hekj","igkk","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","cdjk","gfkj","eckj","eejk","hckk","cckj","bekk","gejk","igkj","eckk","dgkj","ickj",NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","dfkk","ccjk","bekj","egkj","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","bekk","egkj","bgkk","cgkj","dbjj","ebjj","fdkj","fcjk","gckj","hdjk","hekk","ifjk","ickj",NA,NA,NA,NA,NA
"gckk","cdkj","cckj","iekk","ifkk","idkk","eckk","ddkk","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hekj","fckj","ffkk","ggkk","gfjk","igkj","idkk","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkk","ffjj","dbjj","ddkj","ccjk","cekj","gejk","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","cfkk","dfkk","ggkk","cejk","gejk","ecjk","cgkj","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","fckk","gdkj","ggkk","hfkk","ifkk","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","cfjk","gfjk","cekj","dfkk","ickk","fcjk","hdkk","hfjk","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","cfjk","hgkk","hdjk","hckj","fdkj","efkk","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igjk","hdkk","hekj","fckk","fckj","ddkk","dgkj","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bejk","gekj","ifkk","ickk","fdkj","fgkk","bckk","fdkk","edkj","cdkk","ickj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkj","egkk","fckk","hdjk","hekj","hgkk","ggkk","ffjk","fdkk","gdkj","hekk","ickj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","gejk","efjk","fgjk","cekj","gfkj","eckj","eejk","dfkj","icjk","dcjk","idjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckj","bckk","cfkj","dfkk","ccjk","bekj","egkj","bgkk","cgjk","fckj","idjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","hdjk","ickk","idjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","cgkj","dbjj","ebjj","fdkj","ffkk","efkj","bckj","gfkj","bckk","bekk","cfkj","cckj","idkj","hcjk","idjk",NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","hdjk","hekj","igkk","idkj","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","fckj","edkj","ggkk","bckk","bekk","cgkj","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekk","icjk","dcjk","eckj","eejk","hcjk","ffkj","fgkj","fgkk","dckj","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkj","egkk","ffkk","efkj","bckj","bfkk","ffjk","fdkk","hgkj","hdjk","ickk","hcjk","gfjk","cekk",NA,NA,NA,NA,NA,NA
"gckk","gekk","hfjk","bckk","gejk","bgkk","cgkj","dbjj","ebjj","fdkj","cfjk","cckk","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hejk","igkk","hdkj","hekk","gfkk","gdkj","edkk","cdkk","gfkj","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","ffkk","ggkk","cekj","gekk","igkj","hdjk","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fejk","cfjk","hgkk","hdjk","ickj","dfkk","gfkk","bcjk","bekk","gekj","eckk","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkj","ickk","gckj","idkj","hekk","hfkk","gfjk","eckj","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bekj","ffkk","cfjk","dckj","eckj","edkk","cdjk","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","cfjk","dcjk","bckj","gfkj","eckj","fekk","ffkk","fcjk","cdkj","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkk","fcjk","edkk","ifkk","igkk","idkj","hekk","hfjk","hgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","gejk","hgkj","hdkj","hekk","gckj","eejk","dfkj","ccjk","bekj","hgkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkj","idkk","eckj","eejk","cgkk","cgjk","dfkk","ccjk","cekk","hgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","bgkk","dfkk","ffkk","cfjk","gfjk","ggkj","hdkj","iekk","ifkk","jfjk","hgkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdik","dgkk","hckk","gfjk","cekj","gekk","ifkk","jcjj","hgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfjk","igkj","hdjk","hekj","bgkk","cgjk","dfkk","ccjk","gekj","ifkk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","gejk","igkj","idkk","hckk","eejk","dfkj","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","dfkk","hckk","hfjk","ifkk","igkk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkj","fcjk","gckj","eejk","cfjk","gfjk","cekk","hekk","igjk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","edkj","cdjk","egkk","dcjk","bcjk","gekk","ickk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","fdkk","ffjj","dbjj","ebjj","fdkj","cfjk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkj","edkj","cfjk","cgkk","cckj","iekk","hckk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","gfkj","bckk","efkk","bfkk","ffjk","gdkk","gejk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekj","cfkk","dckj","gejk","efjk","egkk","ffkk","ggkk","gfjk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkj","hdkj","hgkk","dgkk","ccjk","bekk","gekk","dfkj","icjk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","egkk","fckk","gckj","hcjk","gfjk","hfkj","igkk","ickj","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","gfjk","gdkj","fgjk","gckj","gcjk","fcjk","ddkk","dgkj","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","dcjk","idkk","eckj","cfjk","dckj","ddkk","igjk","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","ccjk","fcjk","fckj","eekk","dfkk","dcjk","gckj","idkk","iekk","jckk","ickk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","dckk","bekj","efjk","fgjk","dckj","hdjk","hfkk","bgjk","ickk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bdkk","egjk","fckk","hdjk","ickj","dfkk","gfkk","cekk","iekk","jckj","ickk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","cejk","gejk","efjk","fgjk","cekj","fejk","dgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","cckj","bckk","gejk","igkj","hdjk","hgjk","dgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","idkj","hcjk","cfkj","dfkk","ggkk","dgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","eckj","eejk","dfkj","icjk","hfkk","cejk","dgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekk","efjk","fgjk","cekj","gejk","igkj","hdjk","hekk","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","cckj","bekk","gejk","igkk","idkj","hekk","icjk","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hcjk","cfkj","dfkk","ggkk","cekj","fekk","ickj","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","hdjk","hgjk","dfkk","cckj","bckk","bfkk","cgjk","fckj","edkk","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","bgkk","cgjk","dfkk","ccjk","bekj","hgkk","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","ffkk","efkj","bckj","gfkj","fckj","hdjk","ickj","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgkk","fckj","edkj","ggkk","gfjk","ggkj","hdkj","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","fckj","gckj","eejk","cfjk","gfjk","cekj","gekk","hfjk","ifjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","hckk","idkk","hekj","igkk","idkj","ecjk","cgjk","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","dcjk","bcjk","gfkk","igkk","hdjk","hekk","dgkk","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","eekj","hckk","gfjk","cekj","gejk","bgkk","cgjk","cgkj","dbjj","ddkj","dfjk","ddkk",NA,NA,NA
"gckk","iekk","dgkk","ggkj","idkk","hgjk","dfkk","cckj","idkj","hcjk","gfkj","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bfkk","ffjk","efkk","fckj","edkj","ggkk","cejk","gekk","dgkj","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfjk","igkj","hdkk","fgkk","gckj","fekk","dgkk","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","ffkk","ggkk","gfjk","gdkj","fgjk","hckj","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","ickk","edkj","cfjk","gfjk","ggkk","ccjk","bekk","gekk","ecjk","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cekk","egjk","fckk","hdjk","ickk","gdkj","fdkk","ffjj","dbjj","ebjj","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efjk","egkk","dcjk","idkk","ickk","fdkj","ffkk","cfkk","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idjk","ickj","dfkk","ggkk","cekj","fekk","hcjk","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bejk","cfkj","dfkk","hckj","cdjk","gfkj","eckj","edkk","dgkj","ddkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","gekk","efkk","bfkk","ffkk","fgkk","fckj","edkk","cdjk","cekk","ffkj","ddkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bekj","ffkk","fcjk","bckk","bekk","ggkk","hdkj","hejk","ifkk","ickk","ifjk","ddkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","bekk","gejk","hgkj","hdkj","eckk","hfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkk","ggkk","bckk","fdkk","edkk","ifkk","ecjk","eekj","hfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdik","cfjk","hgkk","cekj","fekk","gfkj","eckj","eekk","hcjk","gfjk","cekk","hfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","dfkk","ccjk","gekj","eckk","eejk","hcjk","gckj","fejk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","cgjk","dfkk","ffkk","gckj","ddkj","ccjk","cekj","fejk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","bgkk","cgkj","dbjj","edkj","cdjk","gfkj","bckk","gejk","igkj","eckk","fejk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkk","bckk","bekk","gejk","hgkj","hdjk","ickk","fejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","ggkk","cekj","gejk","ecjk","edkk","fejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","bgkk","cgjk","dfkk","cckj","idkj","fgkk","edjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gekk","dfkk","ffkk","efkj","cbjj","ebjj","fdkj","edkk","cdjk","gfkj","bckk","fdkk","ffjj","dbjj","ddkj","edjk",NA,NA,NA,NA
"gckk","ffkj","dcjk","hdkj","hgkk","ggkk","gcjk","ddkk","edjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","dfjk","ffkk","efkj","cbjj","ebjj","fckj","fgjk","cekj","gfkj","fgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdik","dfkj","ccjk","cekj","gekk","gfjk","gdkj","ffkk","fgkj","bdjk","fgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","dfkk","cckj","iekk","hgkk","hdjk","hfkj","fgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","bgkk","dfkk","ccjk","bekk","gejk","hgkj","hdkj","eckk","fgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdik","dfkj","ccjk","bekj","ffkk","gdkk","bdjk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","hdkj","iekk","jckk","hckk","cdjk","cejk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fejk","efkk","dcjk","idkk","eckj","eekk","cfkj","cckj","bekk","gejk","bgkk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idik","dfjk","ffkk","ggkk","hdkk","eckj","gdjk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jdkk","icjk","hfkk","cckj","iekk","dgkk","ggkj","ffkk","cgjk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","fckj","edkj","ifkj","igjk","hckk","gdkk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgjk","dckj","gekj","hgkj","cgkk","dgkk","fgkk","bdkj","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fckj","fcjk","eckj","bckk","cekk","jcjk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickj","dfkk","cckj","bckk","gejk","igkj","hdjk","hekk","gckj","ffkj","bdkk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","cdjk","cekk","gejk","hgkj","cfjk","cckk","bckk","bfkk","ggjk","cckj","bdjk","gfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","hfkj","egkk","ffkk","cfjk","hgkk","hdjk","gekk","bgkj","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkj","idkk","hgjk","dfkk","hckj","ddkj","dfjk","gckj","cdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","cejk","gejk","efjk","fgjk","cekj","fejk","ffkk","eckk","cdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","cckj","bckk","bfkk","cgkj","dbjj","ebjj","fckj","cdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","bckj","gfkj","bckk","bekk","gejk","dfkk","cckj","idkj","cdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","fckj","hdjk","hgjk","ggkk","cekj","cdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","cckj","iekk","dgkk","ggkj","hdkk","ifkk","idkk","cdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekk","dfkk","dcjk","idkk","hekj","igkk","idkj","fgkk","fcjk","cdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gekj","hfjk","igkj","hdjk","hckj","fdkj","fcjk","gckj","ddkj","ccjk","cekj","cdkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bfkk","ffjk","fgkk","gckj","idkj","hekk","hfkk","cdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","bgkk","dfkk","ccjk","bekk","gejk","igkj","fdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckk","gejk","dfkk","ggkk","egjk","bgkk","cgkj","dbjj","edkj","fdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gekk","ifkk","idkk","eckj","gdjk","fgjk","dckj","fdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","bgkk","cgjk","dfkk","cckj","gekk","igkk","fdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekk","ggkj","hdkj","hekk","gckj","eejk","dfkj","ccjk","cejk","gekk","gfjk","gdkj","fdjk",NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","cfkj","dfkk","ickk","fdkj","edkk","fdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfkk","cfkj","cckj","iekk","ifkk","hdkk","eckj","gdkk","fdjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","hejk","ifkk","idkk","hgjk","dfkk","cckj","bekk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkj","idkk","hfkk","fckj","hckj","fdkj","efkj","bckj","bfkk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","iekk","hgkk","hdjk","hekj","igkk","idkj","ecjk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","ggkk","fckj","ddkk","bdkj","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","fckk","eckj","eejk","hcjk","cfkj","bdjk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgjk","ggkk","hfjk","igkj","hdjk","ickk","fdkj","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifjk","ffkk","efkj","cbjj","ebjj","fdkj","efkk","bfkk","cfkj","cckk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkj","dbjj","ebjj","fckj","hdjk","hgjk","gfkk","igkj","idkk","eckj","fdkk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","hdjk","hfkk","gfjk","cekj","dfkk","ffkk","cgjk","fckj","eekk","ffkj","gfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efjk","egkk","dcjk","eckj","cfjk","cgkk","dfkk","ggkk","cejk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","ggkk","hdkj","hekk","hgkj","fcjk","hcjk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","iekk","efkk","dfkk","ickk","edkj","cfjk","cfkk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","dcjk","idkk","iekk","ifkk","hdkk","hfkk","cejk","fekk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkj","bgkk","cfkk","cckj","bckk","gejk","hgkj","hdkj","eckk","gdjk","gfkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","dfjk","gckj","eejk","cfjk","gfjk","cekj","gejk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdjk","hekj","igkk","idkj","fgkk","bckk","cekk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkk","bdkj","eejj","fgkj","cbjj","ebjj","fckj","eekj","hckk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","ddkj","cckk","bfjk","ggkk","cekj","efjk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkk","hgjk","ggkk","gfjk","igkj","hdjk","gekk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idjk","ickj","dfkk","ffkk","hgkk","hdkk","gcjk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dekj","eckk","eejk","hcjk","cfkj","dfkk","hckj","cgjk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfik","ddkk","dckk","gekj","hfjk","gfkk","cekj","fejk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dekk","ifkk","fckj","hdjk","hgjk","gdkk","gejk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifjk","ffkk","gckj","bckk","hfkj","hdkj","hekk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","bgkk","cgjk","fckj","edkj","cdjk","cekk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkj","bckj","bfkk","cfkj","cckj","fckk","edjk","efkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","dfjk","ickj","dcjk","cekk","gejk","efjk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdjk","hekj","bgkk","dfkk","ccjk","gekj","ifkk","fckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
